,Title,Image url,Description,Page url,Item number,Page number
962,Postcard with reprint of 3 1/2 anna stamp depicting Indian Tricolour Flag,https://csmvs.in/wp-content/uploads/2022/07/Dis.acc-1675-1_01-1.jpg,"Postcard with reprint of 3 1/2 anna stamp depicting Indian Tricolour Flag
Dis. Acc. 1675/1
DESCRIPTION
Issued on the Occasion of Philatelic Exhibition titled as – ‘Jai Hind’ in Kolkata on 27 February 2021
COLLECTION
Prints, Drawings and Photographs
OBJECT TYPE
Postcard
MATERIAL
Paper
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
27 February 2021
LOCATION
Kolkata
DIMENSION
--",https://csmvs.in/collections/postcard-with-reprint-depicting-tricolour/,963,35
963,Photograph of Gurudev Rabindranath Tagore with artists,https://csmvs.in/wp-content/uploads/2022/07/Dis.Acc_.-1689_02.jpg,"Photograph of Gurudev Rabindranath Tagore with artists
Dis. Acc. 1689
DESCRIPTION
Autographed by Gurudev Rabindranath Tagore.
Gift from Sushila Asher collection
COLLECTION
Prints, Drawings and Photographs
OBJECT TYPE
Photograph
MATERIAL
Paper
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/photograph-of-rabindranath-tagore/,964,35
964,Lion pillar capital of Emperor Ashoka at Sarnath,https://csmvs.in/wp-content/uploads/2022/07/Ashoka-Reoplica_01.jpg,"Lion pillar capital of Emperor Ashoka at Sarnath
Replica
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Sculpture
MATERIAL
Plaster Cast
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
moulding
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/lion-pillar-capital/,965,35
965,Sword,https://csmvs.in/wp-content/uploads/2022/07/22.3752_01.jpg,"Sword
22.3752
DESCRIPTION
Sword with tiger headed hilt
COLLECTION
Arms and Armour
OBJECT TYPE
Swords
MATERIAL
Steel blade with damascened hilt
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
1740 CE
LOCATION
Mysore
DIMENSION
--",https://csmvs.in/collections/sword-with-tiger-headed-hilt/,966,35
966,Royal Bengal Tiger,https://csmvs.in/wp-content/uploads/2022/07/NH-Tiger_01.jpg,"Royal Bengal Tiger
NH-
DESCRIPTION
Diorama from the Natural History Section of the Museum
Scientific Name: Panthera tigris tigris
COLLECTION
Natural History
OBJECT TYPE
Diorama
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
India
DIMENSION
--",https://csmvs.in/collections/royal-bengal-tiger/,967,35
967,Buddha seated on a Lotus pedestal,https://csmvs.in/wp-content/uploads/2022/07/TC-58_01.jpg,"Buddha seated on a Lotus pedestal
TC 58
DESCRIPTION
--
COLLECTION
Buddhist Art
OBJECT TYPE
Architectural fragment Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
5th century CE
LOCATION
Mirpur Khas, Sindh, Pakistan
DIMENSION
--",https://csmvs.in/collections/buddha-seated-on-a-lotus-pedestal/,968,35
968,Rakodi,https://csmvs.in/wp-content/uploads/2022/07/2011.280_01.jpg,"Rakodi
2011.280
DESCRIPTION
Hair Ornament decorated with peacock motif
Veena Shroff Collection
COLLECTION
Jewellery
OBJECT TYPE
Jewellery Hair ornament
MATERIAL
Copper Gilt, Semi-precious stones
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
20th Century CE
LOCATION
Tamil Nadu
DIMENSION
--",https://csmvs.in/collections/rakodi/,969,35
969,Shela,https://csmvs.in/wp-content/uploads/2022/07/2010.21_01_01.jpg,"Shela
2010.21
DESCRIPTION
Shela with depictions of lion capital motif
COLLECTION
Textiles and Costumes of India
OBJECT TYPE
Sari Textile
MATERIAL
Silk with brocade
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
Varanasi, Uttar Pradesh
DIMENSION
--",https://csmvs.in/collections/shela/,970,35
970,Sword,https://csmvs.in/wp-content/uploads/2022/07/22.3944.jpg,"Sword
22.3944
DESCRIPTION
Sword (Indian); incurved blade having gold ornamentation and Arabic inscriptions near point, etc. guarded hilt and circular pommel.
Sir Ratan Tata Art Collection
COLLECTION
Arms and Armour
OBJECT TYPE
Swords
MATERIAL
Steel
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/sword/,971,35
971,Khanjarali,https://csmvs.in/wp-content/uploads/2022/07/22.3673.jpg,"Khanjarali
22.3673
DESCRIPTION
A dagger with double-edged, double-curved blade and an ivory hilt which has a lunette pommel and a knuckle guard. The blade has several grooves.
Sir Ratan Art Tata Collection
COLLECTION
Arms and Armour
OBJECT TYPE
Dagger
MATERIAL
Steel, bone or ivory
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
19th century CE
LOCATION
North India
DIMENSION
--",https://csmvs.in/collections/khanjarali/,972,35
972,Scimitar,https://csmvs.in/wp-content/uploads/2022/07/22.3605-1.jpg,"Scimitar
22.3605
DESCRIPTION
A scimitar bifurcated at the tip.
Sir Ratan Art Tata Collection
COLLECTION
Arms and Armour
OBJECT TYPE
Swords
MATERIAL
Brass
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
India
DIMENSION
--",https://csmvs.in/collections/scimitar/,973,35
973,Punch Dagger,https://csmvs.in/wp-content/uploads/2022/07/33.581-1.jpg,"Punch Dagger
33.581
DESCRIPTION
Dagger “Katar” long blade inlaid silver meander design; hilt 8 side guards with guard for the hand, similarly decorated and also with lines and stars. Purple sheath with silver mounts. The gilt end of the hand guard has a grotesque face.
COLLECTION
Arms and Armour
OBJECT TYPE
Dagger
MATERIAL
Steel
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Myanmar
DIMENSION
--",https://csmvs.in/collections/punch-dagger/,974,35
974,Katar,https://csmvs.in/wp-content/uploads/2022/07/22.4102.jpg,"Katar
22.4102
DESCRIPTION
Indian punch dagger ""Katar"", long, double-edged blade; steel support at the joint damascened with gold leaves; straight handles and transverse grip damascened with gold floral designs.
COLLECTION
Arms and Armour
OBJECT TYPE
Dagger
MATERIAL
Steel
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
India
DIMENSION
--",https://csmvs.in/collections/katar/,975,35
975,Bowl with lid,https://csmvs.in/wp-content/uploads/2022/07/33.829AB.jpg,"Bowl with lid
33.829
DESCRIPTION
Brass bowl with lid, probably for keeping food; on neck Arabic inscriptions; on shoulder floral meander design; one belly triangular and lozenge-shaped designs decorated with animals and conventional floral patterns. The lid has 7 medallions engraved with the figures of birds and animals. Iranian work.
Sir D J Tata Art Collection
COLLECTION
Indian Decorative Art
OBJECT TYPE
Utensil
MATERIAL
Brass
SCHOOLS/CULTURE/PERIOD
Iranian work
TECHNIQUE
--
DATE
19th Century CE
LOCATION
--
DIMENSION
Ht. 1105 cm Dia 14 cm ( 14 X 11.5 cm)",https://csmvs.in/collections/bowl-with-lid/,976,35
976,Hookah bowl,https://csmvs.in/wp-content/uploads/2022/07/33.821.jpg,"Hookah bowl
33.821
DESCRIPTION
Brass hookah bowl decorated with rosettes on shoulders and diagonally assorted floral sprays on the belly. Punjab work.
Sir D J Tata Art Collection
COLLECTION
Indian Decorative Art
OBJECT TYPE
Hookah
MATERIAL
Brass
SCHOOLS/CULTURE/PERIOD
Punjab work
TECHNIQUE
--
DATE
19th Century CE
LOCATION
India
DIMENSION
12.5 cm",https://csmvs.in/collections/hookah-bowl/,977,35
977,Kalash,https://csmvs.in/wp-content/uploads/2022/07/33.811.jpg,"Kalash
33.811
DESCRIPTION
A small Kalash with foliage embossed on the belly of its body.
Sir D J Tata Art Collection
COLLECTION
Indian Decorative Art
OBJECT TYPE
Utensil
MATERIAL
Copper
SCHOOLS/CULTURE/PERIOD
Bombay School
TECHNIQUE
--
DATE
Early 20th century CE
LOCATION
--
DIMENSION
10 cm",https://csmvs.in/collections/kalash-2/,978,35
978,Figure of Thagyamin,https://csmvs.in/wp-content/uploads/2022/06/33.480_01.jpg,"Figure of Thagyamin
33.480
DESCRIPTION
The figure is likely the deity Thagyamin (Burmese), or Sakka in the Pali canon, identified with Indra, the chief of the gods in the Vedic pantheon. While Indra’s role diminished in classical Hinduism, he held an important place in Buddhism, as head of the Buddhist deities residing on Mount Meru in the Heaven of the Thirty-three Gods and also as chief of the indigenous spirits, or nats, often classed together as the Thirty-seven Lords. He is generally shown standing, holding in one hand his three- or four-sided sword, and dressed as a Burmese king during the Konbaung period (1752–1885). In some depictions, he holds a tablet and a pen or stylus, emblematic of his role as one who records rights and wrongs accumulated through life and rewards or punishes individuals accordingly. Sakka appears in the early Buddhist murals of Pagan, usually holding a conch, another of his major attributes. At the famous Shwedagon Pagoda in Yangon, life-size figures of Thagyamin surround the base of the pagoda. Thagyamin is often paired in art with Brahma, another deity dear to the Pali pantheon. Both deities accompanied the Buddha from the Heaven of the Thirty-three Gods after the Buddha had instructed his mother on key Buddhist principles.
Sir D.J. Tata Collection.
COLLECTION
Asian Art
OBJECT TYPE
Figurine
MATERIAL
Ivory and wood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
20th century CE
LOCATION
Myanmar
DIMENSION
Height 13 cm (with pedestal)",https://csmvs.in/collections/figure-of-thagyamin/,979,35
979,Decorative Carving,https://csmvs.in/wp-content/uploads/2022/07/33.481.jpg,"Decorative Carving
33.481
DESCRIPTION
Jataka tales and episodes from the Ramayana inspired Burmese craft traditions and resulted in intricately carved ivory decorative art. This object is a prime example of a combination of relief sculpting and fine tracery work, with a figure ensconced within.
Scholars venture to say that the carved ivory panels on the base depict scenes after the defeat of one of Ravana's armies.
Sir D.J. Tata Collection
COLLECTION
Asian Art
OBJECT TYPE
Decorative Art
MATERIAL
Elephant ivory and wood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
20th century CE
LOCATION
Myanmar
DIMENSION
Ht.: 21 cm",https://csmvs.in/collections/decorative-carving/,980,35
980,Figure of Dancer,https://csmvs.in/wp-content/uploads/2022/07/33.479-1.jpg,"Figure of Dancer
33.479
DESCRIPTION
A delicate figure of a dancer in movement.
Sir D.J. Tata Collection
COLLECTION
Asian Art
OBJECT TYPE
Figurine
MATERIAL
Ivory and wood
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
20th century CE
LOCATION
Myanmar
DIMENSION
--",https://csmvs.in/collections/figure-of-dancer/,981,36
981,Box,https://csmvs.in/wp-content/uploads/2022/07/15.125.jpg,"Box
15.125
DESCRIPTION
A round translucent jade box. The outer side of the box has floral motifs in gold with floral petals in semi-precious stones.
COLLECTION
Indian Decorative Art
OBJECT TYPE
Box Decorative Art
MATERIAL
Jade
SCHOOLS/CULTURE/PERIOD
Mughal
TECHNIQUE
Lapidary
DATE
--
LOCATION
India
DIMENSION
--",https://csmvs.in/collections/box/,982,36
982,Mirror Frame,https://csmvs.in/wp-content/uploads/2022/07/15.101.jpg,"Mirror Frame
15.101
DESCRIPTION
A jade mirror frame. The mirror is no longer part of the object. The back side of the frame is decorated with semi-precious stones which form flower petals and buds at the end of branches done in gold.
COLLECTION
Indian Decorative Art
OBJECT TYPE
Decorative Art
MATERIAL
Jade
SCHOOLS/CULTURE/PERIOD
Mughal
TECHNIQUE
Lapidary
DATE
--
LOCATION
India
DIMENSION
--",https://csmvs.in/collections/mirror-frame/,983,36
983,Dipa Lakshmi,https://csmvs.in/wp-content/uploads/2022/10/22.2739.jpg,"Dipa Lakshmi
22.2739
DESCRIPTION
This type of lamp is popular throughout India. If consist of an elegantly attired woman who connotes the goddess Lakshmi with a lamp in her hands. Dipa Lakshmi is generally shown standing on a lotus or elephant. In some part of India there is practice of gifting Dipa Lakshmi on elephant to newly wed daughters at festival time to bestow prosperity and fertility on her.
One of the most important milestones in the history of mankind is the discovery of fire. It has played a very crucial role in the progress and development of man and therefore, in India, fire and lamps are considered very auspicious.
In earlier times, lamps were perhaps only wicks lit in hollows or shallow depressions in stone. Later on, lamps were made of sea shells, clay and various metals like brass, copper and silver. In the ‘Ramayana’ and the ‘Mahabharata’ there are references to lamps made of gold. The earliest lamp was simple - a small bowl made of clay with a beak-like projection, popularly known as Panti. Interestingly, this type of lamp is found in India as early as the Harappan period (3300 BCE to 1800 BCE) and continues till this date!
In India, lamp symbolizes the human body and flame symbolizes the soul. Thus the individual is a Deepak (lamp) and the soul is a jeevan jyoti (the flame of life). Indians believe, that the soul is immortal. Even after the death of a person, a lamp is lit to guide the departing soul into the other world.
At every stage of life therefore, lamps are lit to celebrate the eternal life force. In earlier times special lamps were lit at coronation ceremonies, on the return of a victorious warrior and at every other important occasion. The aarti (ritualistic adoration with lighted lamps) is performed even today to strengthen and establish relationship between man and God, brother and sister, wife and husband, mother and child. Ancient texts mention Deepadaan (gifting of lamp) as a act of high merit. There are several festivals connected with lamps – Deep Amavasya (July – August), Diwali (October – November) and Ganga poojan which are celebrated with great pomp.
With the passage of time there has been innovation in the types and shapes of lamps meant for different occasions and requirement.
Sir Ratan Tata Art Collection.
COLLECTION
Indian Decorative Art
OBJECT TYPE
Lamp
MATERIAL
Brass
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
Early 20th Century CE
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/deepa-lakshmi-2/,984,36
984,Animal Figure,https://csmvs.in/wp-content/uploads/2022/07/F-180.jpg,"Animal Figure
F 180
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Figurine
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/animal-figure/,985,36
985,Double Pot,https://csmvs.in/wp-content/uploads/2022/07/F-144-1.jpg,"Double Pot
F 144
DESCRIPTION
NA
COLLECTION
Ancient Civilisations
OBJECT TYPE
Pot
MATERIAL
Baked Clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
Circa 4200-1100 BCE
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/double-pot/,986,36
986,probably Fertility Figurine,https://csmvs.in/wp-content/uploads/2022/07/F-143.jpg,"probably Fertility Figurine
F 143
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Figurine
MATERIAL
Black Clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/fertility-figurine/,987,36
987,Mother Goddess,https://csmvs.in/wp-content/uploads/2022/07/F-142-1.jpg,"Mother Goddess
F 142
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Figurine
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/mother-goddess/,988,36
988,Painted Pot,https://csmvs.in/wp-content/uploads/2022/07/F-141.jpg,"Painted Pot
F 141
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Pot
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/painted-pot/,989,36
989,Stand,https://csmvs.in/wp-content/uploads/2022/07/F-140.jpg,"Stand
F 140
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Pottery
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/stand/,990,36
990,Jug,https://csmvs.in/wp-content/uploads/2022/07/F-135-1.jpg,"Jug
F 135
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Utensil
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/jug-2/,991,36
991,Jug,https://csmvs.in/wp-content/uploads/2022/07/F-134.jpg,"Jug
F 134
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Utensil
MATERIAL
Terracotta (Glazed)
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/jug/,992,36
992,Flask,https://csmvs.in/wp-content/uploads/2022/07/F-133-1.jpg,"Flask
F 133
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Utensil
MATERIAL
Baked Clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
Circa 4200-1100 BCE
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/flask/,993,36
993,Lamp,https://csmvs.in/wp-content/uploads/2022/07/F-123.jpg,"Lamp
F 123
DESCRIPTION
--
COLLECTION
Ancient Civilisations
OBJECT TYPE
Lamp
MATERIAL
Baked Clay with Pigments (Probably)
SCHOOLS/CULTURE/PERIOD
Elamite Period
TECHNIQUE
--
DATE
Circa 4200-1100 BCE
LOCATION
Susa
DIMENSION
--",https://csmvs.in/collections/lamp-3/,994,36
994,Head of a Damsel,https://csmvs.in/wp-content/uploads/2022/06/72.6.jpg,"Head of a Damsel
72.6
DESCRIPTION
This terracotta head is probably that of a dancer. Notice the exotic jewellery! Her elaborate hairdo is adorned with beautiful hair ornaments with Makarika (crocodile) decoration. These Makarikas hold a circular floral ornament, resting on her forehead in between the bands of her curly hair. Behind this is another ornamental band over an attractive coiffure.
The face is a combination of the Gandhara and Gupta styles. Observe the large bow-like eyebrows, the elegant nose, and the full, sensuous lips. The head is stylishly bent in a slight profile highlighting the beauty of her face.
The use of animal heads as a decorative element in ornamental jewellery was a Graeco-Roman influence on Indian art.
Akhnoor, the place where this terracotta was found has yielded a large number of terracotta figures of this period. They are highly influenced in style by that of Graeco-Roman sculptures of the same period.
Gift of Smt. Latifi from the collection of late Dr. Alma Latifi
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta period
TECHNIQUE
--
DATE
6th century CE
LOCATION
Akhnoor, Kashmir
DIMENSION
Ht.: 17.3 cms.",https://csmvs.in/collections/head-of-a-damsel/,995,36
995,Head of a man,https://csmvs.in/wp-content/uploads/2022/06/72.5.jpg,"Head of a man
72.5
DESCRIPTION
Head of a man with a moustache.
Akhnoor, the place where this terracotta was found has yielded a large number of terracotta figures of this period. They are highly influenced in style by Graeco-Roman sculptures of the same period.
Gift of Smt. Latifi from the collection of late Dr Alma Latifi
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
6th century CE
LOCATION
Akhnoor, Kashmir
DIMENSION
--",https://csmvs.in/collections/head-of-a-man-3/,996,36
996,Head of a man,https://csmvs.in/wp-content/uploads/2022/06/72.4.jpg,"Head of a man
72.4
DESCRIPTION
Akhnoor, the place where this terracotta was found has yielded a large number of terracotta figures of this period. They are highly influenced in style by Graeco-Roman sculptures of the same period.
Gift of Smt. Latifi from the collection of late Dr Alma Latifi
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
6th century CE
LOCATION
Akhnoor, Kashmir
DIMENSION
--",https://csmvs.in/collections/head-of-a-man-2/,997,36
997,Head of a man,https://csmvs.in/wp-content/uploads/2022/06/72.3.jpg,"Head of a man
72.3
DESCRIPTION
Akhnoor, the place where this terracotta was found has yielded a large number of terracotta figures of this period. They are highly influenced in style by Graeco-Roman sculptures of the same period.
Gift of Smt. Latifi from the collection of late Dr Alma Latifi
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
6th century CE
LOCATION
Akhnoor, Kashmir
DIMENSION
--",https://csmvs.in/collections/head-of-a-man/,998,36
998,Votive Tablet,https://csmvs.in/wp-content/uploads/2022/06/M-184.jpg,"Votive Tablet
M184
DESCRIPTION
--
COLLECTION
Buddhist Art
OBJECT TYPE
Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Bodh Gaya
DIMENSION
15x11.5x3.5",https://csmvs.in/collections/votive-tablet-4/,999,36
999,Votive Tablet,https://csmvs.in/wp-content/uploads/2022/06/M-153.jpg,"Votive Tablet
M153
DESCRIPTION
--
COLLECTION
Buddhist Art
OBJECT TYPE
Sculpture
MATERIAL
Unbaked clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/votive-tablet-3/,1000,36
1000,Votive Tablet,https://csmvs.in/wp-content/uploads/2022/06/M-137.jpg,"Votive Tablet
M137
DESCRIPTION
--
COLLECTION
Buddhist Art
OBJECT TYPE
Sculpture
MATERIAL
Unbaked clay
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
13x8.5 cms",https://csmvs.in/collections/votive-tablet-2/,1001,36
1001,Votive Tablet,https://csmvs.in/wp-content/uploads/2022/06/M-146.jpg,"Votive Tablet
M146
DESCRIPTION
--
COLLECTION
Buddhist Art
OBJECT TYPE
Sculpture
MATERIAL
Unbaked clay
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
Dia- 13.3 cm, H of container- 4.9 cm",https://csmvs.in/collections/votive-tablet/,1002,36
1002,Elephant,https://csmvs.in/wp-content/uploads/2022/06/TC-315.jpg,"Elephant
TC 315
DESCRIPTION
A decorative brick in the shape of an elephant.
A large number of elephant brackets are included in the finds from Mirpurkhas. In this style, the upraised trunk holds some object.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Plaster Cast
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
13x17.5x7.5 cms",https://csmvs.in/collections/elephant-3/,1003,36
1003,Dancer,https://csmvs.in/wp-content/uploads/2022/06/TC-312.jpg,"Dancer
TC 312
DESCRIPTION
Against the background of acanthus leaves a woman is dancing vigorously; her right hand is in pataka pose, and the left in gajahasta pose; an attendant stands by the side.
COLLECTION
Sculptures
OBJECT TYPE
Sculpture
MATERIAL
Plaster Cast
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
15.5x12.2x7.8 cms",https://csmvs.in/collections/dancer/,1004,36
1004,Carved Brick,https://csmvs.in/wp-content/uploads/2022/06/TC-308.jpg,"Carved Brick
TC 308
DESCRIPTION
Part of a heavily decorated garland. The ornament consists of a flamboyant triangle, dentils, beadings and half-rosette joined together with beaded bands.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
40x5.5 x24 cms",https://csmvs.in/collections/carved-brick-6/,1005,36
1005,A peacock and a peahen,https://csmvs.in/wp-content/uploads/2022/06/TC-276.jpg,"A peacock and a peahen
TC 276
DESCRIPTION
Brick with a peacock and peahen in the centre.
Against the background of acanthus leaves the birds are represented in the act of mating. They are almost in the same attitude as in one of the decorative ivory plaques from Begram.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
--",https://csmvs.in/collections/a-peacock-and-a-peahen/,1006,36
1006,Buddha,https://csmvs.in/wp-content/uploads/2022/06/TC-558.jpg,"Buddha
TC 558
DESCRIPTION
Buddha seated in European fashion on a throne. Elaborate throne flanked with the figures of Makaras and lions; a pilaster on either side. The haloed Buddha is seated in Dharmachakra Parivartan Mudra. According to Moti Chandra, this figure might have drawn inspiration from Gandharan Buddha or the seated royal Saka figures from Mathura.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment Figurine Sculpture
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
C. 6th-11th Century CE
LOCATION
Thul Mir Rukan, Sindh
DIMENSION
16x16x10 cms",https://csmvs.in/collections/buddha-3/,1007,36
1007,Elephant,https://csmvs.in/wp-content/uploads/2022/06/TC-345.jpg,"Elephant
TC 345
DESCRIPTION
A carved brick depicting an elephant.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
15x15.6x9 cm",https://csmvs.in/collections/elephant-2/,1008,36
1008,Mithuna,https://csmvs.in/wp-content/uploads/2022/06/TC-313.jpg,"Mithuna
TC 313
DESCRIPTION
A carved brick depicting an amorous couple (Mithuna)
The pair of male and female in Indian art has a much wider connotation than lust as sexual or procreative partners. They are also partners in religious duties such as the performance of important ceremonies and rituals to acquire religious merit. In fact, no Grihya and other sacrifices could be performed by a single man, as it was considered, incomplete. Yugala or Mithuna symbolised completeness or totality of life and therefore is considered auspicious. The presence of Mithuna sculptures on Indian temples reflects the partnership of man and woman both in the act of dharma and karma. This concept is emphatically expressed even in the Rig veda wherein it is stated: ""they accompanied by their wives, worshipped the fire who is worthy of worship."" The Dharmashastras also enjoin that from the time of marriage the husband and wife work together for the ultimate fulfilment of life.
Rigved, 1.72. 5. 2. Gobhila Grihyasutra, 1, 4, 16-19. 3. Kane, 1941. P. 553. 1977, p. 477, fig. 256. 258 and 805.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Plaster Cast
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
16x20x2.4 cms",https://csmvs.in/collections/mithuna/,1009,37
1009,Horned masks,https://csmvs.in/wp-content/uploads/2022/06/TC-309.jpg,"Horned masks
TC 309
DESCRIPTION
A carved brick depicting horned masks.
The frieze represents a series of oblong horned and bearded human heads placed against the background of acanthus leaves; on either side of these masks are depicted curled leaves in pairs.
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
Gupta Period
TECHNIQUE
--
DATE
C. 5th Century CE
LOCATION
Mirpur Khas, Sindh
DIMENSION
9.5x38.5x25 cm",https://csmvs.in/collections/horned-masks/,1010,37
1010,Carved Brick,https://csmvs.in/wp-content/uploads/2022/06/TC-307.jpg,"Carved Brick
TC 307
DESCRIPTION
--
COLLECTION
Sculptures
OBJECT TYPE
Architectural fragment
MATERIAL
Terracotta
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
Jerruck (Jhirk), Sindh
DIMENSION
7x14x4.5 cms",https://csmvs.in/collections/carved-brick-5/,1011,37
